Gene,Accession,Description,Log2FC,P_value,FDR,Cohens_d
FAM98A,Q8NCA5,Protein FAM98A OS=Homo sapiens OX=9606 GN=FAM98A PE=1 SV=2,0.8118449506267389,0.0005538296728602348,0.005379577249185085,0.9439011118404687
SPP2,Q13103,Secreted phosphoprotein 24 OS=Homo sapiens OX=9606 GN=SPP2 PE=1 SV=1,-1.3972979623104287,2.645480383564385e-11,2.3412501394544808e-09,-2.1218214583477075
CAST,P20810,Calpastatin OS=Homo sapiens OX=9606 GN=CAST PE=1 SV=4,-1.6558087404371484,0.0005613255493274817,0.005386696386016135,-0.9428034479273213
PROSER2,Q86WR7,Proline and serine-rich protein 2 OS=Homo sapiens OX=9606 GN=PROSER2 PE=1 SV=2,0.5726992511443534,0.0017451214164397992,0.01287027044624352,0.8475724268130698
UMOD,X6RBG4,Uromodulin OS=Homo sapiens OX=9606 GN=UMOD PE=1 SV=1,1.0748124129896084,1.515899260156952e-06,3.4997500310580065e-05,1.3833961301451456
ERN1,A0A7P0TAB0,non-specific serine/threonine protein kinase OS=Homo sapiens OX=9606 GN=ERN1 PE=1 SV=1,0.733238818064283,8.840719315978665e-05,0.0012246318148133924,1.0883616749994751
SIPA1L2,A0A6Q8PFQ0,Signal induced proliferation associated 1 like 2 OS=Homo sapiens OX=9606 GN=SIPA1L2 PE=1 SV=1,2.16401178865749,6.091147694343579e-19,1.3861711824413318e-16,3.376180648809961
MGAM,O43451,Maltase-glucoamylase OS=Homo sapiens OX=9606 GN=MGAM PE=1 SV=6,-2.3578009234121673,1.2875686828850486e-14,1.577766855258371e-12,-2.6435120706785264
CCL21,O00585,C-C motif chemokine 21 OS=Homo sapiens OX=9606 GN=CCL21 PE=1 SV=1,0.7508407410990223,0.006898492061239193,0.03633259532667235,0.7233871807718109
IFI16,Q16666,Gamma-interferon-inducible protein 16 OS=Homo sapiens OX=9606 GN=IFI16 PE=1 SV=3,1.0001973022890631,0.006955607613801213,0.03633259532667235,0.7226053195322591
C2CD2,H7BZB0,C2 calcium dependent domain containing 2 (Fragment) OS=Homo sapiens OX=9606 GN=C2CD2 PE=1 SV=1,1.8627911095649097,0.00425134305181983,0.025556186722826377,0.7684470234481603
DRGX,A6NNA5,Dorsal root ganglia homeobox protein OS=Homo sapiens OX=9606 GN=DRGX PE=1 SV=1,1.931835632892902,8.298519752818967e-07,2.2792313734897614e-05,1.4252942695371733
EIF2AK2,P19525,"Interferon-induced, double-stranded RNA-activated protein kinase OS=Homo sapiens OX=9606 GN=EIF2AK2 PE=1 SV=2",2.666295545755357,1.0424900415983544e-09,6.387256293331456e-08,1.8763761451687078
SRSF3,P84103,Serine/arginine-rich splicing factor 3 OS=Homo sapiens OX=9606 GN=SRSF3 PE=1 SV=1,1.7412167750000798,0.0002933125067917186,0.0032069021798107355,0.9950847197261552
ARPC4,P59998,Actin-related protein 2/3 complex subunit 4 OS=Homo sapiens OX=9606 GN=ARPC4 PE=1 SV=3,-1.5645377996128786,0.00026206650070925903,0.0029607938697152458,-1.0040181019388033
P3H1,Q32P28,Prolyl 3-hydroxylase 1 OS=Homo sapiens OX=9606 GN=P3H1 PE=1 SV=2,-1.6517174679162814,0.00012570473132063686,0.0016369285619325259,-1.0613827614379854
ANGPTL6,Q8NI99,Angiopoietin-related protein 6 OS=Homo sapiens OX=9606 GN=ANGPTL6 PE=1 SV=1,-0.517214855369545,0.00801854463063074,0.0400424501460651,-0.7090395101968587
SNRPF,P62306,Small nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=SNRPF PE=1 SV=1,-1.3223148972901448,2.643359530069562e-05,0.00045278190660223786,-1.1788034505630167
ENTPD4,Q9Y227,Ectonucleoside triphosphate diphosphohydrolase 4 OS=Homo sapiens OX=9606 GN=ENTPD4 PE=1 SV=1,1.359116917181602,0.0024071726593289807,0.01652856054444425,0.8194960587820065
TYMP,P19971,Thymidine phosphorylase OS=Homo sapiens OX=9606 GN=TYMP PE=1 SV=2,-1.0372922731811016,0.004676179829539,0.027345130590634835,-0.7597062892589306
DOCK10,A0A2R8YD85,Dedicator of cytokinesis 10 OS=Homo sapiens OX=9606 GN=DOCK10 PE=1 SV=1,2.550858374564971,4.626902539959958e-12,4.6066598413476326e-10,2.2391370900654244
MKI67,P46013,Proliferation marker protein Ki-67 OS=Homo sapiens OX=9606 GN=MKI67 PE=1 SV=2,2.755621481434403,1.0668025570863732e-10,7.85876767730112e-09,2.0284879808711485
HLA-DRB5,Q30154,"HLA class II histocompatibility antigen, DR beta 5 chain OS=Homo sapiens OX=9606 GN=HLA-DRB5 PE=1 SV=1",0.8846060795326522,0.00928857673340433,0.044062035589883156,0.6948476400163585
PREX1,Q8TCU6,"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein OS=Homo sapiens OX=9606 GN=PREX1 PE=1 SV=3",4.6284368068500505,3.341630835916276e-09,1.7171670714885897e-07,1.7986389847042126
SLCO4A1,Q96BD0,Solute carrier organic anion transporter family member 4A1 OS=Homo sapiens OX=9606 GN=SLCO4A1 PE=1 SV=2,0.9382447844777744,9.710133246343369e-05,0.001295066174017188,1.0812015363726317
PREX1,H0YDZ4,"Phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1 (Fragment) OS=Homo sapiens OX=9606 GN=PREX1 PE=1 SV=1",0.8412269016601108,0.00025112839790594467,0.0028574824133154987,1.0073892542349643
HARBI1,Q96MB7,Putative nuclease HARBI1 OS=Homo sapiens OX=9606 GN=HARBI1 PE=1 SV=1,-2.040445867815631,0.00044864698080900045,0.004581375900184217,-0.9610134525411355
PIBF1,Q8WXW3,Progesterone-induced-blocking factor 1 OS=Homo sapiens OX=9606 GN=PIBF1 PE=1 SV=2,-0.7980266014459865,0.005839773188861785,0.03241379334444886,-0.7390795919507206
KPNA4,O00629,Importin subunit alpha-3 OS=Homo sapiens OX=9606 GN=KPNA4 PE=1 SV=1,2.3694460571522242,1.44421087313974e-09,7.668759736372021e-08,1.8546333514798676
ALG13,A0A096LP10,UDP-N-acetylglucosamine transferase subunit ALG13 (Fragment) OS=Homo sapiens OX=9606 GN=ALG13 PE=1 SV=1,0.9501023145415708,3.641877482490843e-05,0.0005801510829607913,1.1550870767845882
CCL27,Q9Y4X3,C-C motif chemokine 27 OS=Homo sapiens OX=9606 GN=CCL27 PE=1 SV=1,1.0226127027505676,0.0038226365441920455,0.023602558197278793,0.7781334753636131
ATP5F1B,P06576,"ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3",0.5591016013217036,0.0001310080781714868,0.001669566948217428,1.0581950663568107
SCFD1,A0A7I2V4B8,Sec1 family domain containing 1 OS=Homo sapiens OX=9606 GN=SCFD1 PE=1 SV=1,1.1262138050911972,0.004007913819357178,0.024556179670138397,0.773829063885925
ATN1,P54259,Atrophin-1 OS=Homo sapiens OX=9606 GN=ATN1 PE=1 SV=3,1.1371467735428418,9.047438768201693e-07,2.4020949929575498e-05,1.4193060412267495
CTPS1,P17812,CTP synthase 1 OS=Homo sapiens OX=9606 GN=CTPS1 PE=1 SV=2,1.4426739871427188,7.123803316513991e-06,0.00013839291077081446,1.274027546845864
SRL,Q86TD4,Sarcalumenin OS=Homo sapiens OX=9606 GN=SRL PE=1 SV=3,-0.8086470209892909,0.0064272743340547875,0.03506386306215506,-0.7300756137854635
NINL,Q9Y2I6,Ninein-like protein OS=Homo sapiens OX=9606 GN=NINL PE=1 SV=2,-1.5712376105178407,6.244408420558973e-05,0.0008848510520930107,-1.1147229089192923
SNX33,Q8WV41,Sorting nexin-33 OS=Homo sapiens OX=9606 GN=SNX33 PE=1 SV=1,-1.6686759230138541,0.0027178253264593883,0.01826791453607513,-0.8087583994607712
SLF2,Q8IX21,SMC5-SMC6 complex localization factor protein 2 OS=Homo sapiens OX=9606 GN=SLF2 PE=1 SV=2,0.808682501184034,0.00634910546236956,0.03475644330431172,0.7312286686839665
MACF1,H3BQK9,Microtubule actin crosslinking factor 1 OS=Homo sapiens OX=9606 GN=MACF1 PE=1 SV=1,1.4634009518943714,5.568861558056907e-05,0.0007992068884670857,1.1233449945076162
DICER1,A0A8Q3SJI0,Endoribonuclease Dicer OS=Homo sapiens OX=9606 GN=DICER1 PE=1 SV=1,0.895379620193129,5.333360298749873e-07,1.5171505278408123e-05,1.455835599151786
PAPPA,Q13219,Pappalysin-1 OS=Homo sapiens OX=9606 GN=PAPPA PE=1 SV=3,1.3339198948897817,0.010649429440252463,0.04888916743032327,0.6814914451629512
HK3,P52790,Hexokinase-3 OS=Homo sapiens OX=9606 GN=HK3 PE=1 SV=2,0.8633525309227394,8.966525720868853e-06,0.00016804324086287155,1.25751098005986
RPL10,P27635,Large ribosomal subunit protein uL16 OS=Homo sapiens OX=9606 GN=RPL10 PE=1 SV=5,1.209929993779859,0.003086952979469622,0.020236691754300856,0.7974040235207801
